x,y,z_min,z_max,attribute
1112.1179866183222,588.692168534121,118.50761517316963,128.38024826333742,clay
1112.1179866183222,588.692168534121,107.19229471534993,118.50761517316963,silt
1112.1179866183222,588.692168534121,73.10420259301925,107.19229471534993,sand
772.6381440967974,872.8336050350125,108.14555572891928,119.04956642379294,clay
772.6381440967974,872.8336050350125,85.14147298835638,108.14555572891928,silt
772.6381440967974,872.8336050350125,53.77675381089841,85.14147298835638,sand
987.3139359249959,886.1202732884622,107.86058389775457,118.05215412550862,clay
987.3139359249959,886.1202732884622,89.95782588829982,107.86058389775457,silt
987.3139359249959,886.1202732884622,55.33360531329296,89.95782588829982,sand
532.0970385927974,259.4054209391147,105.83091891419967,121.07514125277244,clay
532.0970385927974,259.4054209391147,83.3466143198415,105.83091891419967,silt
532.0970385927974,259.4054209391147,51.40088946710091,83.3466143198415,sand
272.68646614173224,660.3781476941246,93.01139323946158,112.07816637700448,clay
272.68646614173224,660.3781476941246,68.22344340248206,93.01139323946158,silt
272.68646614173224,660.3781476941246,36.11108720905704,68.22344340248206,sand
665.5017444190017,674.9851841417418,101.96747685121073,118.25317067516876,clay
665.5017444190017,674.9851841417418,80.06029640699902,101.96747685121073,silt
665.5017444190017,674.9851841417418,46.975988663127815,80.06029640699902,sand
76.5807073250104,311.8435751817439,105.48470070121527,119.96374994593982,clay
76.5807073250104,311.8435751817439,78.91450237358231,105.48470070121527,silt
76.5807073250104,311.8435751817439,50.47981779182909,78.91450237358231,sand
993.1574063910984,111.48279737779892,102.15633353374557,111.53645616811119,clay
993.1574063910984,111.48279737779892,89.56436810289755,102.15633353374557,silt
993.1574063910984,111.48279737779892,58.188576693561956,89.56436810289755,sand
757.9972789464778,36.85226425714778,102.87494078648909,117.4502459599249,clay
757.9972789464778,36.85226425714778,85.35396276813708,102.87494078648909,silt
757.9972789464778,36.85226425714778,49.98610172342074,85.35396276813708,sand
909.7052881024485,699.6088147762607,113.40659988599091,126.15224770713981,clay
909.7052881024485,699.6088147762607,92.52600642923949,113.40659988599091,silt
909.7052881024485,699.6088147762607,61.49017306793867,92.52600642923949,sand
425.431161755842,440.7297676352153,93.16461778335832,111.9826789132907,clay
425.431161755842,440.7297676352153,70.45103054856368,93.16461778335832,silt
425.431161755842,440.7297676352153,40.958739945103545,70.45103054856368,sand
1164.837629273884,886.9861525454336,108.41985343369825,118.02589136551369,clay
1164.837629273884,886.9861525454336,94.80487031646398,108.41985343369825,silt
1164.837629273884,886.9861525454336,60.187632865372755,94.80487031646398,sand
1071.7453455866373,418.47611057428776,118.74488445628796,126.97878374967149,clay
1071.7453455866373,418.47611057428776,101.43431305382552,118.74488445628796,silt
1071.7453455866373,418.47611057428776,63.964420224457044,101.43431305382552,sand
934.0601964885143,880.1252811664563,107.73042089542517,118.79355407241364,clay
934.0601964885143,880.1252811664563,85.48641579870869,107.73042089542517,silt
934.0601964885143,880.1252811664563,49.88740740683989,85.48641579870869,sand
233.56644942236107,370.4184019746539,98.13936047866531,115.82853537484901,clay
233.56644942236107,370.4184019746539,73.39835498554035,98.13936047866531,silt
233.56644942236107,370.4184019746539,42.1283989264145,73.39835498554035,sand
560.065204472441,714.3139355039754,103.60045252294594,117.11846853371841,clay
560.065204472441,714.3139355039754,83.9239082550018,103.60045252294594,silt
560.065204472441,714.3139355039754,50.66841768681442,83.9239082550018,sand
52.56451894467453,76.33734508064886,109.703586182499,122.76147714470089,clay
52.56451894467453,76.33734508064886,83.3019401281176,109.703586182499,silt
52.56451894467453,76.33734508064886,52.86927495639267,83.3019401281176,sand
185.14739048105739,499.9155391239875,96.37886346901115,112.87837887785044,clay
185.14739048105739,499.9155391239875,74.70343478381237,96.37886346901115,silt
185.14739048105739,499.9155391239875,50.250947326534,74.70343478381237,sand
819.6587438909455,721.8538082871518,111.56275213942214,124.01156710208632,clay
819.6587438909455,721.8538082871518,90.13747056566926,111.56275213942214,silt
819.6587438909455,721.8538082871518,48.261809651482835,90.13747056566926,sand
893.7145870893805,832.2315004978998,113.26958473972688,121.86688243667665,clay
893.7145870893805,832.2315004978998,94.7220634602005,113.26958473972688,silt
893.7145870893805,832.2315004978998,61.32028280965892,94.7220634602005,sand
1161.011678921052,740.3247815556884,118.05220908420293,125.9417169942674,clay
1161.011678921052,740.3247815556884,104.15573340606954,118.05220908420293,silt
1161.011678921052,740.3247815556884,73.15355441075855,104.15573340606954,sand
390.9904297657823,33.2736544810568,112.82022730348885,128.88413179859825,clay
390.9904297657823,33.2736544810568,90.62922327154178,112.82022730348885,silt
390.9904297657823,33.2736544810568,61.15908682860305,90.62922327154178,sand
444.55164724184266,335.43210717606075,100.06821717974564,116.84567722385218,clay
444.55164724184266,335.43210717606075,76.9284769172775,100.06821717974564,silt
444.55164724184266,335.43210717606075,37.93147964251074,76.9284769172775,sand
563.4669735309695,43.82862508246615,110.07250968710395,126.21261145623735,clay
563.4669735309695,43.82862508246615,90.17150592824646,110.07250968710395,silt
563.4669735309695,43.82862508246615,52.924507045414714,90.17150592824646,sand
227.36563090114282,98.3540620031022,112.02060382138893,126.70501193252406,clay
227.36563090114282,98.3540620031022,86.36660563450553,112.02060382138893,silt
227.36563090114282,98.3540620031022,57.839569912077295,86.36660563450553,sand
155.905806402566,607.7750658007357,96.82241528636906,112.8770687451403,clay
155.905806402566,607.7750658007357,72.74504588292942,96.82241528636906,silt
155.905806402566,607.7750658007357,46.16085472344491,72.74504588292942,sand
570.8459114711205,641.9323766805284,98.20961299085926,114.97033234063706,clay
570.8459114711205,641.9323766805284,72.95778602810915,98.20961299085926,silt
570.8459114711205,641.9323766805284,38.82516748895996,72.95778602810915,sand
272.29121886106094,696.3486144764637,96.74353037166466,113.19120482709035,clay
272.29121886106094,696.3486144764637,71.20376833040595,96.74353037166466,silt
272.29121886106094,696.3486144764637,40.46158523717546,71.20376833040595,sand
803.7767936190124,778.9108932500966,109.51066227887962,121.7787879817393,clay
803.7767936190124,778.9108932500966,89.65770681174781,109.51066227887962,silt
803.7767936190124,778.9108932500966,59.87454351410355,89.65770681174781,sand
524.5823026467968,665.4883216288589,97.24407428526365,113.77427906893853,clay
524.5823026467968,665.4883216288589,75.22045356293064,97.24407428526365,silt
524.5823026467968,665.4883216288589,44.99682154660284,75.22045356293064,sand
999.213835269405,720.7844328959688,118.51144031406768,126.00455802483626,clay
999.213835269405,720.7844328959688,103.43636423376716,118.51144031406768,silt
999.213835269405,720.7844328959688,70.03628840350919,103.43636423376716,sand
840.3181224026989,44.06733884095132,97.53923691349212,113.48699943133157,clay
840.3181224026989,44.06733884095132,79.52039486423402,97.53923691349212,silt
840.3181224026989,44.06733884095132,51.59904062631992,79.52039486423402,sand
374.83996965844926,211.08163539716872,106.56784750302884,123.31491053284381,clay
374.83996965844926,211.08163539716872,83.53531449260464,106.56784750302884,silt
374.83996965844926,211.08163539716872,48.71536000561451,83.53531449260464,sand
998.7117616742413,559.7079960377212,120.1076960677129,131.2149926533005,clay
998.7117616742413,559.7079960377212,107.22632833982811,120.1076960677129,silt
998.7117616742413,559.7079960377212,73.70083938189427,107.22632833982811,sand
965.7172289961622,772.3127741623408,111.99947452887498,124.06080740097075,clay
965.7172289961622,772.3127741623408,93.99552050625685,111.99947452887498,silt
965.7172289961622,772.3127741623408,56.8019519837501,93.99552050625685,sand
464.97405483620935,4.050112445693211,115.16409084547796,129.09294761488025,clay
464.97405483620935,4.050112445693211,94.76589468222238,115.16409084547796,silt
464.97405483620935,4.050112445693211,53.52500897947226,94.76589468222238,sand
345.99372471629295,463.16640790471484,97.3254762351448,111.27918299787285,clay
345.99372471629295,463.16640790471484,69.68183625418771,97.3254762351448,silt
345.99372471629295,463.16640790471484,41.83064634690133,69.68183625418771,sand
818.9946047699706,609.5586594279574,111.42592377751048,125.21422291413818,clay
818.9946047699706,609.5586594279574,94.50248647747746,111.42592377751048,silt
818.9946047699706,609.5586594279574,60.854085798810225,94.50248647747746,sand
167.70298033117177,26.64656021575189,112.00691942336697,126.40210464335892,clay
167.70298033117177,26.64656021575189,90.23979843554454,112.00691942336697,silt
167.70298033117177,26.64656021575189,61.057786397000626,90.23979843554454,sand
239.88984297013,361.2200017980491,98.21484429207334,114.66394999152153,clay
239.88984297013,361.2200017980491,71.19382290762941,98.21484429207334,silt
239.88984297013,361.2200017980491,40.86958257016802,71.19382290762941,sand
8.834723701206615,806.0713932453272,104.49074621731083,119.08002154907011,clay
8.834723701206615,806.0713932453272,77.70148238345726,104.49074621731083,silt
8.834723701206615,806.0713932453272,61.46268669402437,77.70148238345726,sand
944.309253002566,604.4515279702729,115.20692068406531,127.83112069853274,clay
944.309253002566,604.4515279702729,98.10158792274217,115.20692068406531,silt
944.309253002566,604.4515279702729,65.16607779403085,98.10158792274217,sand
797.8210279104386,213.89252702453757,100.37234084441967,116.91047024764306,clay
797.8210279104386,213.89252702453757,82.81417082558977,100.37234084441967,silt
797.8210279104386,213.89252702453757,44.862009860871325,82.81417082558977,sand
846.1984543516021,767.5030166687214,109.03602661008199,122.09187554931711,clay
846.1984543516021,767.5030166687214,87.14179603986875,109.03602661008199,silt
846.1984543516021,767.5030166687214,51.253059339235676,87.14179603986875,sand
936.8748372263615,313.22828106856286,109.72575789550737,122.30985147613247,clay
936.8748372263615,313.22828106856286,97.03792619580389,109.72575789550737,silt
936.8748372263615,313.22828106856286,69.20344352942044,97.03792619580389,sand
550.698930646008,768.0102040296534,104.61896317967187,117.40455704452876,clay
550.698930646008,768.0102040296534,84.52239533475151,104.61896317967187,silt
550.698930646008,768.0102040296534,57.48025184731401,84.52239533475151,sand
682.4894351434725,269.049286007015,103.55154807240584,120.80425202176667,clay
682.4894351434725,269.049286007015,83.48290953378765,103.55154807240584,silt
682.4894351434725,269.049286007015,44.068343417624305,83.48290953378765,sand
167.75639775318893,531.288225794834,95.60868105245557,113.46336041895508,clay
167.75639775318893,531.288225794834,67.51012109875339,95.60868105245557,silt
167.75639775318893,531.288225794834,42.42097491815902,67.51012109875339,sand
137.43608824316814,357.24606097305065,101.93363754163684,118.11729931117887,clay
137.43608824316814,357.24606097305065,77.80981339373693,101.93363754163684,silt
137.43608824316814,357.24606097305065,55.232955346259395,77.80981339373693,sand
802.083554148566,247.34254567956032,104.85721663855557,118.5153717517047,clay
802.083554148566,247.34254567956032,85.73732540475315,104.85721663855557,silt
802.083554148566,247.34254567956032,51.4230206435766,85.73732540475315,sand
565.315447371759,797.9018059546822,102.0783400275788,118.8205450050409,clay
565.315447371759,797.9018059546822,76.028264445083,102.0783400275788,silt
565.315447371759,797.9018059546822,45.21581025395392,76.028264445083,sand
678.2833277774266,168.8343137455422,103.13299510952814,120.78293727380472,clay
678.2833277774266,168.8343137455422,78.6722209766131,103.13299510952814,silt
678.2833277774266,168.8343137455422,41.47466519661751,78.6722209766131,sand
917.9986288992307,76.33043211218678,95.3071121175245,111.83506964734961,clay
917.9986288992307,76.33043211218678,79.94954910788422,95.3071121175245,silt
917.9986288992307,76.33043211218678,51.05062777856395,79.94954910788422,sand
761.661984000709,307.7342446910943,106.85852417650592,120.77172787856725,clay
761.661984000709,307.7342446910943,87.1425482596467,106.85852417650592,silt
761.661984000709,307.7342446910943,54.66867854245615,87.1425482596467,sand
664.295280789595,645.8752328774108,104.39848453314808,119.24148391906925,clay
664.295280789595,645.8752328774108,78.39218516742633,104.39848453314808,silt
664.295280789595,645.8752328774108,44.07923546726357,78.39218516742633,sand
671.0485928944962,726.6884453786536,103.14987837723709,119.09991831054681,clay
671.0485928944962,726.6884453786536,83.61469840946776,103.14987837723709,silt
671.0485928944962,726.6884453786536,50.7746233268545,83.61469840946776,sand
364.7401176751346,898.8690330600883,105.15144209384788,122.09212686222608,clay
364.7401176751346,898.8690330600883,78.15555942140188,105.15144209384788,silt
364.7401176751346,898.8690330600883,51.31017290803868,78.15555942140188,sand
36.981401481527286,266.7258513100484,107.47373649476475,119.43820625011134,clay
36.981401481527286,266.7258513100484,84.54808374155549,107.47373649476475,silt
36.981401481527286,266.7258513100484,64.97052146303801,84.54808374155549,sand
524.0608670788348,367.147756018154,99.46303130640618,116.9401937844697,clay
524.0608670788348,367.147756018154,76.39802200699337,99.46303130640618,silt
524.0608670788348,367.147756018154,42.2333717875273,76.39802200699337,sand
257.50160738343504,123.13915022666366,110.73783985125803,127.33327236045928,clay
257.50160738343504,123.13915022666366,86.86883760026862,110.73783985125803,silt
257.50160738343504,123.13915022666366,53.619950358848484,86.86883760026862,sand
490.23437246956337,517.3847366607303,94.944144376266,111.89045389938585,clay
490.23437246956337,517.3847366607303,73.2269319512587,94.944144376266,silt
490.23437246956337,517.3847366607303,40.26179059296783,73.2269319512587,sand
1024.0836879217993,897.8220335366254,107.60081102975315,117.30005235685059,clay
1024.0836879217993,897.8220335366254,90.72085045149437,107.60081102975315,silt
1024.0836879217993,897.8220335366254,55.345430345852485,90.72085045149437,sand
280.7273830384089,630.7929091085927,94.91401186184916,111.39651156000932,clay
280.7273830384089,630.7929091085927,69.43057880731504,94.91401186184916,silt
280.7273830384089,630.7929091085927,44.0085711420483,69.43057880731504,sand
69.96329002687922,535.6915563720346,100.00755130951697,117.28683691054545,clay
69.96329002687922,535.6915563720346,73.18094168728442,100.00755130951697,silt
69.96329002687922,535.6915563720346,54.21556756960965,73.18094168728442,sand
337.6606704263958,353.1321836296146,101.70136638807266,117.12200866990781,clay
337.6606704263958,353.1321836296146,77.62727868344004,101.70136638807266,silt
337.6606704263958,353.1321836296146,48.12802270960864,77.62727868344004,sand
352.31250932002035,823.7688842569993,103.3432854878539,119.41205081982233,clay
352.31250932002035,823.7688842569993,78.28746086005816,103.3432854878539,silt
352.31250932002035,823.7688842569993,48.93852821709854,78.28746086005816,sand
794.2998176722741,447.2249365173145,108.61279631879057,122.97723610825166,clay
794.2998176722741,447.2249365173145,87.53362671932464,108.61279631879057,silt
794.2998176722741,447.2249365173145,52.89591910648299,87.53362671932464,sand
668.438582809534,120.93022198175535,103.9802618900091,121.81672169807396,clay
668.438582809534,120.93022198175535,85.75785052972603,103.9802618900091,silt
668.438582809534,120.93022198175535,53.42939042572767,85.75785052972603,sand
940.6778509276962,328.84061687922014,111.3667868183588,121.97687850619393,clay
940.6778509276962,328.84061687922014,92.52583941964733,111.3667868183588,silt
940.6778509276962,328.84061687922014,60.007078933495585,92.52583941964733,sand
797.1762483928651,60.45000196299021,102.587565241716,116.25089760739552,clay
797.1762483928651,60.45000196299021,82.8316777048986,102.587565241716,silt
797.1762483928651,60.45000196299021,47.876140561424606,82.8316777048986,sand
487.66423372808464,181.7811339199034,110.34661472751607,124.28884938869489,clay
487.66423372808464,181.7811339199034,82.54129725890493,110.34661472751607,silt
487.66423372808464,181.7811339199034,50.05109232759573,82.54129725890493,sand
976.8244615992415,15.901902899920984,96.45616657317285,110.15866319716635,clay
976.8244615992415,15.901902899920984,81.75436937202645,96.45616657317285,silt
976.8244615992415,15.901902899920984,48.73901337879507,81.75436937202645,sand
200.3675038892447,407.95192485014707,99.54580683822466,113.85286459715947,clay
200.3675038892447,407.95192485014707,75.51992364169327,99.54580683822466,silt
200.3675038892447,407.95192485014707,48.02306259341377,75.51992364169327,sand
27.25448776063257,571.0862384566175,104.55172005877098,118.66198517319184,clay
27.25448776063257,571.0862384566175,78.38295425910297,104.55172005877098,silt
27.25448776063257,571.0862384566175,55.53612805792229,78.38295425910297,sand
108.0574329307701,308.96321614101697,102.67455084860096,118.37975185825897,clay
108.0574329307701,308.96321614101697,76.03670233288634,102.67455084860096,silt
108.0574329307701,308.96321614101697,47.1541227619292,76.03670233288634,sand
866.8312207157403,378.3435943547494,111.50048811823079,124.20861425297163,clay
866.8312207157403,378.3435943547494,93.94595402186798,111.50048811823079,silt
866.8312207157403,378.3435943547494,56.19492449308209,93.94595402186798,sand
554.2526763016649,863.2883455601183,105.40112403505961,121.39712492771787,clay
554.2526763016649,863.2883455601183,82.1783713716031,105.40112403505961,silt
554.2526763016649,863.2883455601183,54.991964847681906,82.1783713716031,sand
193.52613484032216,676.7668094174239,97.16330014714549,113.24277118408523,clay
193.52613484032216,676.7668094174239,71.09542586498269,97.16330014714549,silt
193.52613484032216,676.7668094174239,50.72359346962227,71.09542586498269,sand
601.2537301240362,486.7709732504561,99.3486845905079,116.58166199437652,clay
601.2537301240362,486.7709732504561,78.53297851705565,99.3486845905079,silt
601.2537301240362,486.7709732504561,45.25830200854386,78.53297851705565,sand
182.7745232558021,256.0867876006427,104.56391923856603,120.65438156478183,clay
182.7745232558021,256.0867876006427,80.51741562038059,104.56391923856603,silt
182.7745232558021,256.0867876006427,54.87592323515986,80.51741562038059,sand
835.5844500932833,807.2971188956957,109.72587619048092,120.99897252453228,clay
835.5844500932833,807.2971188956957,88.57889307875766,109.72587619048092,silt
835.5844500932833,807.2971188956957,57.408956963020465,88.57889307875766,sand
535.3875306888368,211.58740519259354,106.27113539197762,122.96906807610506,clay
535.3875306888368,211.58740519259354,82.09283113369624,106.27113539197762,silt
535.3875306888368,211.58740519259354,49.38713430118317,82.09283113369624,sand
457.225471315779,292.8084574650093,100.92327348568148,119.4884357166629,clay
457.225471315779,292.8084574650093,78.8663486697576,100.92327348568148,silt
457.225471315779,292.8084574650093,47.775399249487265,78.8663486697576,sand
361.81450697745186,818.1583329806537,101.8626471320217,119.38542860109368,clay
361.81450697745186,818.1583329806537,80.65825333966862,101.8626471320217,silt
361.81450697745186,818.1583329806537,56.81109094453977,80.65825333966862,sand
756.3391117426661,476.5878497565651,109.67004167662344,122.28167645864764,clay
756.3391117426661,476.5878497565651,92.93383670329393,109.67004167662344,silt
756.3391117426661,476.5878497565651,59.003473405682755,92.93383670329393,sand
434.1751326640685,668.086154476179,95.0168238692504,112.85413522838354,clay
434.1751326640685,668.086154476179,73.1525027560921,95.0168238692504,silt
434.1751326640685,668.086154476179,40.5637414883747,73.1525027560921,sand
105.1799031793212,531.6703147473895,101.73454736639384,115.53855622396306,clay
105.1799031793212,531.6703147473895,79.43342096807078,101.73454736639384,silt
105.1799031793212,531.6703147473895,56.49068813020662,79.43342096807078,sand
141.60708254461838,588.0952881085457,96.46119063189214,114.52340430272838,clay
141.60708254461838,588.0952881085457,71.81183986263838,96.46119063189214,silt
141.60708254461838,588.0952881085457,41.71587085049224,71.81183986263838,sand
1154.2771974594175,269.444962363343,107.44874199838047,119.09646441887853,clay
1154.2771974594175,269.444962363343,95.53369730483843,107.44874199838047,silt
1154.2771974594175,269.444962363343,65.00706089842235,95.53369730483843,sand
1090.2968288491284,217.2348554639966,104.87621558531266,116.51572410529204,clay
1090.2968288491284,217.2348554639966,91.4205230261764,104.87621558531266,silt
1090.2968288491284,217.2348554639966,61.374369672004406,91.4205230261764,sand
839.6485605728994,290.2431124517987,105.58518802411405,120.19098867428596,clay
839.6485605728994,290.2431124517987,88.53911358070002,105.58518802411405,silt
839.6485605728994,290.2431124517987,53.80879382787041,88.53911358070002,sand
319.0439537514235,139.89740767508022,110.5986183232695,126.57533445775773,clay
319.0439537514235,139.89740767508022,87.49310067098463,110.5986183232695,silt
319.0439537514235,139.89740767508022,55.61054349796384,87.49310067098463,sand
1163.0116528172687,786.8829287617267,113.96166744819034,123.20407719337936,clay
1163.0116528172687,786.8829287617267,94.91685196991676,113.96166744819034,silt
1163.0116528172687,786.8829287617267,60.08506029744605,94.91685196991676,sand
934.5010847589535,254.92223992510267,106.31811003263132,119.0139010601021,clay
934.5010847589535,254.92223992510267,87.8895591733009,106.31811003263132,silt
934.5010847589535,254.92223992510267,47.93458893938195,87.8895591733009,sand
860.2682269907947,505.34045497294613,113.33079135336321,126.9237550626086,clay
860.2682269907947,505.34045497294613,93.99609244770157,113.33079135336321,silt
860.2682269907947,505.34045497294613,61.55981741224513,93.99609244770157,sand
539.2338025725464,712.7769826272366,99.08083686250635,116.56879408479894,clay
539.2338025725464,712.7769826272366,76.23854708070361,99.08083686250635,silt
539.2338025725464,712.7769826272366,42.72715825603096,76.23854708070361,sand
326.6898742141908,705.4416984381422,97.61473666554463,113.76934856875266,clay
326.6898742141908,705.4416984381422,73.59819539928742,97.61473666554463,silt
326.6898742141908,705.4416984381422,46.86440917658783,73.59819539928742,sand
115.66915458419915,394.5476327257736,102.67889650908977,116.85431034312279,clay
115.66915458419915,394.5476327257736,77.02691893572685,102.67889650908977,silt
115.66915458419915,394.5476327257736,57.7920106017848,77.02691893572685,sand
1083.12287585261,428.6315777280531,118.67601291996019,127.30953125072963,clay
1083.12287585261,428.6315777280531,101.6410521619642,118.67601291996019,silt
1083.12287585261,428.6315777280531,66.73478265341254,101.6410521619642,sand
546.9315478003333,895.2315740415223,107.1693633246269,121.19956611247484,clay
546.9315478003333,895.2315740415223,84.83162046242947,107.1693633246269,silt
546.9315478003333,895.2315740415223,51.481198079144015,84.83162046242947,sand
242.8360377542764,607.1377292811217,97.37985761754115,111.32275346884855,clay
242.8360377542764,607.1377292811217,72.32979813851617,97.37985761754115,silt
242.8360377542764,607.1377292811217,49.90180369880258,72.32979813851617,sand
367.147948980783,733.1745988060944,95.63695435337164,113.70329787279974,clay
367.147948980783,733.1745988060944,74.91010384352174,95.63695435337164,silt
367.147948980783,733.1745988060944,48.1004354630756,74.91010384352174,sand
695.0634827302752,812.2985722973087,104.07670302661037,121.00731087276618,clay
695.0634827302752,812.2985722973087,81.02600697120265,104.07670302661037,silt
695.0634827302752,812.2985722973087,53.21369522900666,81.02600697120265,sand
212.12733952707805,708.8308526064053,95.65014798418835,114.47262831677428,clay
212.12733952707805,708.8308526064053,69.13401276532838,95.65014798418835,silt
212.12733952707805,708.8308526064053,49.686091265737204,69.13401276532838,sand
1027.9371409108505,166.6614104582108,103.99323550722963,113.86279612431045,clay
1027.9371409108505,166.6614104582108,89.11057241379167,103.99323550722963,silt
1027.9371409108505,166.6614104582108,54.23534577160718,89.11057241379167,sand
910.2234358022521,505.953660363815,115.03057171370436,128.6532239149248,clay
910.2234358022521,505.953660363815,92.78473980455966,115.03057171370436,silt
910.2234358022521,505.953660363815,59.38096355865571,92.78473980455966,sand
863.3555471411241,91.70474158309038,95.60002150472832,112.54093351832506,clay
863.3555471411241,91.70474158309038,80.02495347395593,95.60002150472832,silt
863.3555471411241,91.70474158309038,49.55589609626248,80.02495347395593,sand
518.5116477301244,587.6299139075985,95.88697846734901,111.77865790683767,clay
518.5116477301244,587.6299139075985,71.85953581925213,95.88697846734901,silt
518.5116477301244,587.6299139075985,39.66306687050976,71.85953581925213,sand
752.7706088429318,859.8144853690299,106.89194791670876,120.2997117141965,clay
752.7706088429318,859.8144853690299,84.79185407619167,106.89194791670876,silt
752.7706088429318,859.8144853690299,52.8269764830235,84.79185407619167,sand
700.9175626952826,461.4588578701002,108.03575656459824,120.40801939459263,clay
700.9175626952826,461.4588578701002,87.02502405608448,108.03575656459824,silt
700.9175626952826,461.4588578701002,53.82682764287187,87.02502405608448,sand
779.8159218657839,389.67524358099047,107.20726635510286,122.34556534599791,clay
779.8159218657839,389.67524358099047,87.56239603366828,107.20726635510286,silt
779.8159218657839,389.67524358099047,50.345015468200984,87.56239603366828,sand
101.3331853678669,32.25847627634686,111.61380633784628,123.57787825645748,clay
101.3331853678669,32.25847627634686,86.51414968954735,111.61380633784628,silt
101.3331853678669,32.25847627634686,62.806568904689414,86.51414968954735,sand
498.96888260473156,863.7970700962983,104.20866982856319,120.6482298530696,clay
498.96888260473156,863.7970700962983,78.1270606491679,104.20866982856319,silt
498.96888260473156,863.7970700962983,52.100310679378815,78.1270606491679,sand
49.937008634270974,92.70241571714291,112.4008514556574,123.16061713361744,clay
49.937008634270974,92.70241571714291,84.65045164888016,112.4008514556574,silt
49.937008634270974,92.70241571714291,58.86686594471104,84.65045164888016,sand
592.7889830934228,36.97118397436224,106.97246933599193,124.72714111574503,clay
592.7889830934228,36.97118397436224,86.18756599101587,106.97246933599193,silt
592.7889830934228,36.97118397436224,48.358354312512915,86.18756599101587,sand
395.83345479934235,221.45995035444463,104.9730009949897,123.35430640516076,clay
395.83345479934235,221.45995035444463,79.7445781271385,104.9730009949897,silt
395.83345479934235,221.45995035444463,44.08222733616757,79.7445781271385,sand
173.42902663925628,58.977390526544184,113.02908296883874,126.45094953091193,clay
173.42902663925628,58.977390526544184,89.76104849994975,113.02908296883874,silt
173.42902663925628,58.977390526544184,63.0972755877085,89.76104849994975,sand
124.08356126706197,409.6060581705861,102.76268228778144,116.29981030570373,clay
124.08356126706197,409.6060581705861,76.23294192969313,102.76268228778144,silt
124.08356126706197,409.6060581705861,49.41314668152644,76.23294192969313,sand
705.1734866132545,464.47902113140117,107.16636062045936,119.26177700607941,clay
705.1734866132545,464.47902113140117,87.51950289299876,107.16636062045936,silt
705.1734866132545,464.47902113140117,55.24049309401201,87.51950289299876,sand
204.71156224426332,281.3129541257255,104.94174673169178,120.21830904785101,clay
204.71156224426332,281.3129541257255,77.93203046591886,104.94174673169178,silt
204.71156224426332,281.3129541257255,45.16909062446681,77.93203046591886,sand
1110.1441420521567,45.86443431739745,100.58395604228326,111.3640449289334,clay
1110.1441420521567,45.86443431739745,82.22374041885828,100.58395604228326,silt
1110.1441420521567,45.86443431739745,56.619739418472676,82.22374041885828,sand
697.2733676404739,100.44033142430403,104.77528824590729,118.81855806964342,clay
697.2733676404739,100.44033142430403,85.33372155675252,104.77528824590729,silt
697.2733676404739,100.44033142430403,46.37415564395282,85.33372155675252,sand
416.2437654418045,346.0539401909353,98.6726717652914,116.33418613271445,clay
